,Longitude,Latitude,LGA,RadiusInKM,AccidentCount,RoadName,RoadType,PostcodeNo
3748,143.75665,-38.49392,COLAC OTWAY,0.0,1,Mahers,Road,3243
3749,141.08579,-37.88388,GLENELG,0.0,1,Princes highway,West,3304
3750,144.23686999999998,-37.576190000000004,MOORABOOL,0.0,1,Blakeville,Road,3342
3751,145.60613999999998,-37.04309,MURRINDINDI,0.0,1,Yarck,Road,3719
3752,143.13303,-36.9521,PYRENEES,0.0,1,Landsborough,Road,3384
3753,143.10951,-36.85525,NORTHERN GRAMPIANS,0.0,1,Ararat-st arnaud,Road,3477
3754,143.39986000000002,-37.711240000000004,CORANGAMITE,0.0,1,Rokewood-skipton,Road,3361
3755,146.52456,-36.85472,WANGARATTA,0.0,1,Rose river,Road,3678
3756,143.73511000000002,-35.7354,GANNAWARRA,0.0,1,Lalbert-kerang,Road,3579
3757,146.88145,-38.01975,WELLINGTON,0.2,2,Maffra-rosedale,Road,3858
3758,143.70989,-36.830020000000005,CENTRAL GOLDFIELDS,0.0,1,Dunolly-moliagul,Road,3472
3759,148.6756,-37.380720000000004,EAST GIPPSLAND,0.0,1,Bonang,Road,3888
3760,145.97866000000002,-38.48255,SOUTH GIPPSLAND,0.0,1,Nerrena,Road,3953
3761,141.68758,-38.228320000000004,GLENELG,0.0,1,Boyers,Road,3305
3762,142.62329,-38.27879,MOYNE,0.0,1,Hopkins,Highway,3278
3763,146.99084,-37.00036,ALPINE,0.0,1,Mt murray,Track,3737
3764,146.13936,-38.42607,SOUTH GIPPSLAND,0.41,2,Mardan,Road,3871
3765,146.85408,-36.817,ALPINE,0.0,1,Buckland valley,Road,3740
3766,142.46921,-36.500659999999996,YARRIAMBIACK,0.3,2,Donald-murtoa,Road,3390
3767,148.32608000000002,-37.75369,EAST GIPPSLAND,0.4,2,Princes highway,East,3888
3768,143.97566,-36.33927,LODDON,0.0,1,Loddon valley,Highway,3517
3769,148.48886000000002,-37.79931,EAST GIPPSLAND,0.0,1,Corringle,Road,3888
3770,142.18771999999998,-37.07365,HORSHAM,0.0,1,Henty,Highway,3401
3771,144.78513,-36.84628,BENDIGO,0.0,1,Damper dam,Track,3523
3772,145.00556,-36.1991,CAMPASPE,0.0,2,Murray valley,Highway,3621
3773,144.35013,-36.95987,MOUNT ALEXANDER,1.03,3,Bendigo-sutton grange,Road,3448
3774,143.93986,-35.78439,GANNAWARRA,0.0,1,Loddon valley,Highway,3579
3775,143.64723,-38.64295,COLAC OTWAY,0.29,2,Beech forest-mount sabine,Road,3237
3776,143.70021,-37.79022,GOLDEN PLAINS,0.91,3,Snowgum,Road,3351
3777,146.37161,-38.03852,BAW BAW,0.0,1,Browns,Road,3825
3778,141.76428,-38.13779,GLENELG,0.0,1,Woolsthorpe-heywood,Road,3304
3779,149.69857,-37.54492,EAST GIPPSLAND,0.0,1,Mallacoota,Road,3892
3780,147.11348,-36.22423,TOWONG,0.0,1,Murray valley,Highway,3695
3781,144.60379,-36.07662,CAMPASPE,0.0,1,Murray valley,Highway,3564
3782,141.42881,-37.12395,WEST WIMMERA,0.0,1,Coleraine-edenhope,Road,3317
3783,143.45408,-35.25054,SWAN HILL,0.0,1,North south,Road,3589
3784,141.59281000000001,-35.99793,HINDMARSH,0.0,1,Netting fence,Track,3418
3785,143.7745,-36.13259,LODDON,0.0,1,Boort-pyramid,Road,3537
3786,145.45755,-35.8389,MOIRA,0.63,2,Ulupna bridge,Road,3641
3787,145.8121,-36.44171,BENALLA,0.94,3,Midland,Highway,3725
3788,144.41662,-35.92454,CAMPASPE,0.0,1,Brereton,Road,3566
3789,146.50721000000001,-36.42402,WANGARATTA,0.0,1,Great alpine,Road,3678
3790,145.28933999999998,-35.85835,MOIRA,0.0,1,River,Road,3637
3791,143.43843999999999,-38.43952,COLAC OTWAY,0.0,1,Tomahawk creek,Road,3249
3792,146.63021,-38.24938,LATROBE,0.0,1,Scales,Road,3844
3793,141.15396,-36.84015,WEST WIMMERA,0.0,1,Apsley-natimuk,Road,3319
3794,146.66421,-36.62158,ALPINE,0.0,1,Slaughteryard creek,Road,3737
3795,146.43621000000002,-36.708,WANGARATTA,0.0,1,Edi-cheshunt,Road,3678
3796,144.05229,-38.028659999999995,GOLDEN PLAINS,0.0,1,Shelford-bannockburn,Road,3328
3797,144.95588,-36.45145,CAMPASPE,0.0,1,Midland,Highway,3623
3798,143.52382,-38.50258,COLAC OTWAY,0.0,1,Wonga,Road,3239
3799,143.37489,-35.2575,SWAN HILL,0.0,1,Chillingollah,Road,3585
3800,142.88791,-37.696529999999996,ARARAT,0.0,1,Glenelg,Highway,3351
3801,145.99561,-37.82975,BAW BAW,0.0,1,Loch valley,Road,3833
3802,146.00779,-36.269940000000005,MOIRA,0.0,1,Lake rowan,Road,3727
3803,144.62177,-37.31675,MACEDON RANGES,0.0,1,Lancefield-woodend,Road,3442
3804,144.20936,-37.94239,GOLDEN PLAINS,0.0,1,Hargreaves,Road,3331
3805,146.00866000000002,-37.924640000000004,BAW BAW,0.0,1,Neerim north,Road,3832
3806,147.46466,-36.89277,EAST GIPPSLAND,0.0,1,Omeo,Highway,3898
3807,148.87198,-37.11937,EAST GIPPSLAND,0.0,1,Haydens bog,Road,3888
3808,145.7929,-36.65017,STRATHBOGIE,0.0,1,Smiths,Road,3669
3809,147.41849,-37.21966,EAST GIPPSLAND,0.0,1,Birregun,Road,3862
3810,144.81932,-37.29892,MACEDON RANGES,0.63,2,Kilmore-lancefield,Road,3434
3811,144.83807,-37.39743,MACEDON RANGES,0.0,1,Romsey,Road,3756
3812,144.63958,-36.05811,CAMPASPE,0.0,1,Odwyer,Road,3564
3813,144.63953999999998,-37.16245,MACEDON RANGES,0.42,2,Burke and wills,Track,3444
3814,145.15013000000002,-36.25464,SHEPPARTON,0.0,2,Finlay,Road,3620
3815,145.55517,-35.82901,MOIRA,0.42,3,Goulburn valley,Highway,3644
3816,146.66755,-36.77158,ALPINE,0.0,1,Buffalo river,Road,3737
3817,146.50734,-37.15455,MANSFIELD,0.0,1,Circuit,Road,3723
3818,145.65604,-37.31974,MURRINDINDI,0.0,1,Billy creek,Road,3714
3819,143.53425,-36.80381,CENTRAL GOLDFIELDS,0.0,1,Puzzle flat,Road,3475
3820,143.8176,-38.07934,COLAC OTWAY,0.0,1,Hamilton,Highway,3321
3821,144.10613999999998,-38.39752,SURF COAST,0.0,1,Denham,Track,3230
3822,143.16582,-36.42418,NORTHERN GRAMPIANS,0.0,1,Mcgrath,Road,3477
3823,142.72098,-36.97728,NORTHERN GRAMPIANS,0.0,1,Thelmadale,Road,3385
3824,144.91197,-37.269709999999996,MITCHELL,1.25,3,Willowmavin,Road,3764
3825,145.28405,-38.38238,(FRENCH ISLAND),0.0,1,Tankerton,Road,3921
3826,147.08684,-37.76931,WELLINGTON,0.0,1,Duffy,Road,3860
3827,144.74421999999998,-36.76737,BENDIGO,0.0,1,Heathcote-rochester,Road,3523
3828,146.67428999999998,-38.21115,LATROBE,0.0,1,Flynns creek,Road,3844
3829,147.39703,-36.954840000000004,EAST GIPPSLAND,0.0,1,Trapyard gap,Track,3898
3830,144.036,-37.17033,MOUNT ALEXANDER,0.27,2,Creswick-newstead,Road,3462
3831,143.40965,-36.282740000000004,BULOKE,0.0,1,Calder,Highway,3525
3832,141.61407,-38.284079999999996,GLENELG,0.0,1,Princes highway,West,3305
3833,145.37187,-37.16659,MURRINDINDI,0.53,2,Ghin ghin,Road,3717
3834,147.02715,-38.314009999999996,WELLINGTON,0.0,1,South gippsland,Highway,3851
3835,147.21171999999999,-36.380559999999996,TOWONG,0.26,2,Lockharts gap,Road,3701
3836,144.3893,-36.83988,BENDIGO,0.42,2,Axe creek,Road,3551
3837,145.86763,-35.967929999999996,MOIRA,0.0,1,Nevins,Track,3730
3838,146.41432,-36.038540000000005,INDIGO,0.0,2,Rutherglen-wahgunyah,Road,3685
3839,144.28938,-37.34558,HEPBURN,0.0,1,Swaby,Lane,3458
3840,146.36202,-36.310970000000005,WANGARATTA,0.0,1,Wahgunyah-wangaratta,Road,3678
3841,142.51099,-35.158409999999996,MILDURA,0.0,1,Calder,Highway,3490
3842,144.12943,-36.7504,BENDIGO,0.0,1,Calder alternative,Highway,3515
3843,149.13362,-37.57047,EAST GIPPSLAND,0.0,1,Princes highway,East,3890
3844,141.25243,-34.538540000000005,MILDURA,0.0,1,Settlement,Road,3490
3845,146.00079,-38.55787,SOUTH GIPPSLAND,0.0,1,Meeniyan-nerrena,Road,3956
3846,145.40024,-35.925509999999996,MOIRA,0.19,2,Murray valley,Highway,3641
3847,142.34216,-37.64945,SOUTHERN GRAMPIANS,0.31,2,Parker,Street,3294
3848,144.39031,-37.69538,MOORABOOL,0.0,1,Ironbark,Road,3340
3849,145.63183999999998,-35.9407,MOIRA,0.0,1,Cobram south,Road,3644
3850,143.97348,-37.19748,MOUNT ALEXANDER,0.56,2,Creswick-newstead,Road,3364
3851,144.48883,-36.55961,BENDIGO,0.0,1,Rasmussens,Road,3559
3852,147.73103,-37.735,EAST GIPPSLAND,0.0,1,Old man hill,Road,3875
3853,144.48962,-36.92477,BENDIGO,0.0,1,Bendigo-redesdale,Road,3551
3854,142.81242,-38.342220000000005,MOYNE,0.0,1,Garvoc-laang,Road,3265
3855,143.84171,-35.99004,LODDON,0.0,1,Canary island-leaghur,Road,3537
3856,147.29731,-36.334309999999995,TOWONG,0.0,1,Yabba,Road,3701
3857,143.37139,-37.19271,PYRENEES,0.0,1,Pyrenees,Highway,3468
3858,147.14504,-37.84763,WELLINGTON,0.0,1,Stockdale,Road,3862
3859,147.74098,-37.279759999999996,EAST GIPPSLAND,0.0,1,Great alpine,Road,3896
3860,144.48161000000002,-36.29905,CAMPASPE,0.0,1,Prairie-rochester,Road,3563
3861,146.20212,-38.28409,BAW BAW,0.0,1,Morwell-thorpdale,Road,3835
3862,143.67526,-37.429320000000004,BALLARAT,0.37,2,Weatherboard,Road,3352
3863,142.82058999999998,-35.1956,SWAN HILL,0.0,1,Millsteed,Road,3546
3864,141.33241,-37.6161,GLENELG,0.0,1,Glenelg,Highway,3311
3865,147.24478,-36.2266,TOWONG,0.18,2,Omeo,Highway,3700
3866,142.5496,-38.30487,MOYNE,0.0,1,Hopkins,Highway,3278
3867,144.07607,-37.43155,HEPBURN,0.0,1,Dean-barkstead,Road,3364
3868,144.08945,-37.72085,MOORABOOL,0.0,1,Dollys creek,Track,3334
3869,144.13393,-37.07184,MOUNT ALEXANDER,0.0,1,Butchers,Road,3451
3870,146.46874,-37.73635,BAW BAW,0.0,1,White star,Track,3825
3871,142.12351,-37.77272,SOUTHERN GRAMPIANS,0.0,1,Hamilton,Highway,3301
3872,145.73606,-38.3823,SOUTH GIPPSLAND,0.0,1,South gippsland,Highway,3945
3873,146.83483,-38.50205,WELLINGTON,0.0,1,Carrajung-woodside,Road,3874
3874,144.50533000000001,-37.15071,MOUNT ALEXANDER,0.0,1,Heathcote-kyneton,Road,3444
3875,141.15915,-36.36571,WEST WIMMERA,0.0,1,Western,Highway,3420
3876,147.37124,-36.52013,TOWONG,0.0,2,Dartmouth,Road,3701
3877,147.70853,-36.83103,EAST GIPPSLAND,0.0,1,Benambra-corryong,Road,3900
3878,146.14713,-38.14167,BAW BAW,0.0,1,Willow grove,Road,3824
3879,144.13301,-36.370940000000004,LODDON,0.0,1,Dingee,Road,3571
3880,147.97266000000002,-36.26144,TOWONG,0.0,1,Mt elliot ridge,Track,3707
3881,142.03574,-34.347840000000005,MILDURA,0.0,1,Stonehouse,Court,3501
3882,146.21534,-37.523759999999996,MANSFIELD,0.0,1,Mansfield-woods point,Road,3723
3883,146.1887,-36.6194,BENALLA,0.0,1,Rayner,Road,3673
3884,146.08736000000002,-38.592940000000006,SOUTH GIPPSLAND,0.0,1,South gippsland,Highway,3957
3885,147.83056000000002,-37.206340000000004,EAST GIPPSLAND,0.0,1,Nunniong,Road,3896
3886,146.95587,-36.81951,ALPINE,0.0,1,Mudhole,Road,3744
3887,143.64048,-37.58121,PYRENEES,0.0,1,Ballarat-carngham,Road,3351
3888,145.44269,-37.4915,MURRINDINDI,0.0,1,Victoria range,Track,3777
3889,142.77028,-38.459109999999995,MOYNE,0.0,1,Couchs,Road,3268
3890,147.81583999999998,-37.67559,EAST GIPPSLAND,0.0,1,Engineers,Road,3875
3891,146.8122,-36.53337,ALPINE,0.05,3,Carrolls,Road,3737
3892,145.02913999999998,-37.0842,MITCHELL,0.0,1,Seymour-pyalong,Road,3658
3893,145.0762,-36.19923,CAMPASPE,0.0,1,Murray valley,Highway,3620
3894,146.71167,-38.26403,WELLINGTON,0.0,1,Webbs,Road,3873
3895,143.65841,-37.47357,BALLARAT,0.0,2,Western,Highway,3352
3896,145.6474,-37.54497,MURRINDINDI,0.0,1,Kings,Road,3778
3897,142.39878000000002,-35.227759999999996,MILDURA,0.27,2,Sunraysia,Highway,3490
3898,141.02282,-34.274359999999994,MILDURA,0.0,1,Sturt,Highway,3490
3899,146.20748999999998,-36.31162,WANGARATTA,0.0,1,Wangandary,Road,3678
3900,146.64016999999998,-36.30064,INDIGO,0.0,1,Woolshed,Road,3747
3901,147.18648000000002,-36.73146,ALPINE,0.6,2,Rock pool,Road,3699
3902,144.54423,-36.271209999999996,CAMPASPE,0.0,1,Singer,Road,3563
3903,147.77465,-36.59117,TOWONG,0.0,1,Benambra-corryong,Road,3701
3904,146.00732,-37.8419,BAW BAW,0.0,1,Lv1,Track,3833
3905,146.49792,-38.326029999999996,LATROBE,0.0,1,Jeeralang north,Road,3840
3906,144.24626999999998,-36.61308,BENDIGO,0.0,1,Eaglehawk-neilborough,Road,3570
3907,146.2148,-38.43632,SOUTH GIPPSLAND,0.0,1,Limonite,Road,3871
3908,144.22998,-37.15594,MOUNT ALEXANDER,0.7,3,Vaughan-chewton,Road,3451
3909,144.24643999999998,-38.01696,GOLDEN PLAINS,0.0,1,Robbs,Road,3331
3910,146.54656,-38.28196,LATROBE,0.0,1,Traralgon creek,Road,3844
3911,146.61515,-38.65282,WELLINGTON,0.0,1,Ti tree,Road,3967
3912,143.63351,-36.41755,LODDON,0.0,1,Boort-wedderburn,Road,3518
3913,142.41493,-37.5095,ARARAT,0.0,1,Grampians,Road,3379
3914,146.0849,-36.13393,MOIRA,0.0,1,Boomahnoomoonah,Road,3728
3915,143.10336999999998,-35.71821,BULOKE,0.01,2,Calder,Highway,3530
3916,145.60001,-37.56013,MURRINDINDI,0.0,1,Nursery spur,Road,3778
3917,144.45206000000002,-37.91125,GEELONG,0.46,2,Gifkins,Road,3211
3918,144.09784,-37.83361,GOLDEN PLAINS,0.0,1,Slate quarry,Road,3333
3919,144.69598,-36.12947,CAMPASPE,0.34,4,Mount terrick,Road,3564
3920,142.03914,-34.16251,MILDURA,0.0,1,Calder,Highway,3505
3921,147.65207,-37.15299,EAST GIPPSLAND,0.0,1,Great alpine,Road,3898
3922,144.43536,-36.41344,BENDIGO,0.0,1,Elmore-mitiamo,Road,3558
3923,142.42217,-38.17855,MOYNE,0.0,1,Woolsthorpe-heywood,Road,3276
3924,145.00558,-36.21288,CAMPASPE,0.0,1,Scobie,Road,3621
3925,146.5624,-36.03852,INDIGO,0.0,1,Murray valley,Highway,3685
3926,143.51156,-37.85978,GOLDEN PLAINS,0.0,1,Lismore-scarsdale,Road,3351
3927,142.63185,-36.59617,YARRIAMBIACK,0.58,2,Stawell-warracknabeal,Road,3388
3928,140.99681999999999,-35.31774,MILDURA,0.0,1,Panitya south,Road,3512
3929,146.79567,-37.15139,ALPINE,0.0,1,Wonnangatta,Track,3737
3930,143.68001,-37.56255,BALLARAT,0.29,2,Ballarat-carngham,Road,3351
3931,142.54636000000002,-37.56031,ARARAT,0.0,1,Moyston-dunkeld,Road,3379
3932,146.32686999999999,-36.57285,WANGARATTA,0.0,1,Moyhu-hansonville,Road,3675
3933,143.83181000000002,-37.02424,CENTRAL GOLDFIELDS,0.0,1,Baringhup,Road,3464
3934,147.18378,-37.93288,WELLINGTON,0.59,2,Princes highway,East,3862
3935,147.7199,-37.26188,EAST GIPPSLAND,0.0,1,Great alpine,Road,3896
3936,143.61075,-37.71937,GOLDEN PLAINS,0.0,1,Linton-piggoreet,Road,3360
3937,146.61182,-36.41171,WANGARATTA,0.0,1,Diffey,Road,3678
3938,141.71113,-36.33713,HINDMARSH,0.2,2,Western,Highway,3418
3939,143.91608,-36.58885,LODDON,0.0,1,Calder,Highway,3516
3940,146.08178,-38.578920000000004,SOUTH GIPPSLAND,0.0,1,Stony creek-dollar,Road,3957
3941,144.08513,-36.693020000000004,BENDIGO,0.0,1,Calder,Highway,3516
3942,145.83239,-36.92538,MANSFIELD,0.0,1,Ruoaks link,Track,3715
3943,145.27737,-36.41595,SHEPPARTON,0.53,2,Craven,Road,3616
3944,147.72011,-37.2037,EAST GIPPSLAND,0.0,1,Great alpine,Road,3896
3945,144.066,-36.54554,LODDON,0.0,1,Loddon valley,Highway,3516
3946,143.76502,-35.54866,GANNAWARRA,0.0,1,Murray valley,Highway,3579
3947,142.1398,-36.93101,HORSHAM,0.0,1,Henty,Highway,3401
3948,145.5986,-38.66509,BASS COAST,0.0,1,Wilsons,Road,3995
3949,145.25907,-35.92836,MOIRA,0.0,1,Murray valley,Highway,3637
3950,143.97146999999998,-36.287290000000006,LODDON,0.0,1,Loddon valley,Highway,3517
3951,144.05307,-38.40653,SURF COAST,0.0,1,Bambra-aireys inlet,Road,3241
3952,144.05595,-38.333090000000006,SURF COAST,0.0,1,Casboults,Road,3241
3953,142.7253,-38.399609999999996,MOYNE,0.02,2,Cobden-warrnambool,Road,3277
3954,145.83424,-36.4228,BENALLA,0.0,1,Webb,Road,3725
3955,144.73623999999998,-36.50871,CAMPASPE,0.0,1,Trewin,Road,3559
3956,143.08861000000002,-37.071290000000005,NORTHERN GRAMPIANS,0.0,1,Shays flat,Road,3377
3957,146.94358,-37.12063,ALPINE,0.0,1,Tea tree range,Road,3737
3958,146.66069,-37.40015,WELLINGTON,0.0,1,Caledonia river,Track,3858
3959,146.561,-37.8842,WELLINGTON,0.0,1,E w divide,Track,3858
3961,145.87771999999998,-38.23622,BAW BAW,0.0,1,Lardners,Track,3821
3962,146.90986999999998,-37.906240000000004,WELLINGTON,0.0,2,Boisdale-newry,Road,3859
3963,144.46523,-36.927459999999996,BENDIGO,0.0,1,Kellys,Road,3444
3964,143.12345,-38.57521,CORANGAMITE,0.0,1,Boorook,Road,3268
3965,142.21115,-34.5417,MILDURA,0.0,1,Boonoonar,Road,3494
3966,142.33756,-38.27367,MOYNE,0.0,1,Kirkstall-koroit,Road,3283
3967,147.20287,-36.75653,ALPINE,0.26,3,Bogong high plains,Road,3699
3968,146.10169,-37.432190000000006,MURRINDINDI,0.0,1,Big river,Road,3723
3969,144.79988,-37.09758,MITCHELL,0.0,1,West,Road,3521
3970,147.79502,-37.20388,EAST GIPPSLAND,0.0,1,Commins,Track,3896
3971,145.95064,-38.25759,BAW BAW,0.0,1,Petersons,Road,3821
3972,143.4969,-37.76103,GOLDEN PLAINS,0.0,1,Rokewood-skipton,Road,3360
3973,142.68801000000002,-37.74474,ARARAT,0.0,1,Astons,Road,3379
3974,146.3458,-37.61988,MANSFIELD,0.0,1,Walhalla,Road,3723
3975,145.92865,-37.34963,MURRINDINDI,0.0,1,Barnewall plains,Road,3713
3976,145.59949,-36.01865,MOIRA,0.63,2,Ross,Road,3640
3977,141.29666,-35.28826,MILDURA,0.0,1,South,Road,3512
3978,143.58758,-35.63525,GANNAWARRA,0.0,1,Steer,Road,3579
3979,143.44794,-35.291540000000005,SWAN HILL,0.0,1,Station,Street,3588
3980,143.44794,-35.291540000000005,SWAN HILL,0.0,1,Station,Street,3588
3981,143.94818999999998,-37.54104,MOORABOOL,0.68,2,Daylesford-ballarat,Road,3352
3982,141.97853999999998,-37.31585,SOUTHERN GRAMPIANS,0.0,1,Cavendish-glendinning,Road,3401
3983,145.51578999999998,-36.77413,STRATHBOGIE,0.0,1,Hume,Freeway,3666
3984,142.65563999999998,-37.28063,ARARAT,0.0,1,Mannequin,Road,3377
3985,143.26481,-36.58671,NORTHERN GRAMPIANS,0.22,2,Blinkbonnie,Road,3478
3986,145.68007,-37.51285,MURRINDINDI,0.0,1,Maroondah,Highway,3779
3987,142.90698,-38.40961,CORANGAMITE,0.0,1,New brucknell,Road,3265
3988,143.80633999999998,-38.57911,COLAC OTWAY,0.0,1,Benwerrin-mt sabine,Road,3243
3989,145.01905,-36.594809999999995,CAMPASPE,0.67,4,Rushworth-nagambie,Road,3612
3990,141.48113999999998,-38.297709999999995,GLENELG,0.0,1,Heath,Road,3305
3991,144.58108000000001,-36.53564,BENDIGO,0.0,1,Midland,Highway,3559
3992,145.91918,-38.40132,SOUTH GIPPSLAND,0.0,1,Fairbank,Road,3951
3993,141.72234,-37.95111,GLENELG,0.0,1,Condah-hotspur upper,Road,3303
3994,142.20733,-35.997859999999996,HINDMARSH,0.0,1,Warracknabeal-rainbow,Road,3395
3995,144.29205,-37.40845,HEPBURN,0.58,2,Blackwood,Road,3458
3996,146.21898000000002,-38.256170000000004,BAW BAW,0.0,1,Schofields,Road,3824
3997,147.1941,-37.872679999999995,WELLINGTON,0.0,1,Munro-stockdale,Road,3862
3998,143.37444,-35.60755,GANNAWARRA,0.0,1,Donald-swan hill,Road,3542
3999,146.71454,-38.34995,WELLINGTON,0.44,4,Hyland,Highway,3847
4000,142.38873,-37.47919,SOUTHERN GRAMPIANS,0.0,1,Fields,Track,3294
4001,146.81497,-36.15996,WODONGA,0.0,1,Spring gully,Road,3691
4002,143.63086,-38.45082,COLAC OTWAY,0.0,1,Pipeline,Road,3249
4003,146.60236,-36.51871,WANGARATTA,0.0,1,Whorouly river,Road,3735
4004,142.30414,-38.02454,MOYNE,0.0,1,Penshurst-warrnambool,Road,3287
4005,148.03781,-37.808,EAST GIPPSLAND,0.15,2,Princes highway,East,3909
4006,144.21607,-37.39371,HEPBURN,0.53,2,Daylesford-trentham,Road,3461
4007,144.20635,-36.65254,BENDIGO,0.0,1,Bendigo-pyramid,Road,3556
4008,145.92331000000001,-36.499109999999995,BENALLA,0.0,1,Webb,Road,3673
4009,143.24611000000002,-36.663740000000004,NORTHERN GRAMPIANS,0.0,1,Centre,Road,3478
4010,144.91362,-37.39618,MITCHELL,0.0,1,Darraweit,Road,3756
4011,142.85703999999998,-38.57993,MOYNE,0.0,1,Old peterborough,Road,3270
4012,147.31403999999998,-37.703559999999996,EAST GIPPSLAND,0.0,1,Bairnsdale-dargo,Road,3862
4013,146.81981000000002,-38.28329,WELLINGTON,0.0,1,Toms cap,Road,3847
4014,147.79946,-37.34802,EAST GIPPSLAND,0.0,1,Great alpine,Road,3895
4015,146.38895,-38.6337,SOUTH GIPPSLAND,0.0,1,Hazel park,Road,3966
4016,147.60293000000001,-37.10651,EAST GIPPSLAND,0.0,1,Great alpine,Road,3898
4017,144.45567,-37.88213,GEELONG,0.0,1,Little river-ripley,Road,3211
4018,142.15089,-36.159729999999996,HINDMARSH,0.0,1,G starick,Road,3423
4019,143.09237,-36.762890000000006,NORTHERN GRAMPIANS,0.0,1,Kanya,Road,3477
4020,140.98982,-37.9871,GLENELG,0.0,1,Princess margaret rose caves,Road,3304
4021,143.50025,-38.634879999999995,COLAC OTWAY,0.0,1,Colac-lavers hill,Road,3237
4022,143.2759,-35.45641,SWAN HILL,0.0,1,Sea lake-swan hill,Road,3544
4023,142.56602,-38.29813,MOYNE,0.0,1,Hopkins,Highway,3278
4024,145.84573999999998,-36.32213,BENALLA,0.02,2,Benalla-tocumwal,Road,3726
4025,145.74969,-37.22657,MURRINDINDI,0.0,1,Goulburn valley,Highway,3714
4026,144.21505,-37.630590000000005,MOORABOOL,0.0,1,Geelong-ballan,Road,3342
4027,143.72888,-38.05516,COLAC OTWAY,0.0,1,Hamilton,Highway,3322
4028,143.49076000000002,-36.621990000000004,LODDON,0.0,1,Wimmera,Highway,3475
4029,147.81662,-36.36246,TOWONG,0.0,1,Benambra-corryong,Road,3707
4030,142.48262,-38.2758,MOYNE,0.41,2,Warrnambool-caramut,Road,3275
4031,145.24116,-36.57635,SHEPPARTON,0.0,1,Dhurringile,Road,3610
4032,143.62473,-37.77428,GOLDEN PLAINS,0.0,1,Pitfield-scarsdale,Road,3351
4033,144.5153,-36.02888,CAMPASPE,0.0,1,Murray valley,Highway,3562
4034,147.46278999999998,-37.81981,EAST GIPPSLAND,0.0,1,Baudinetts,Road,3875
4035,143.81708999999998,-36.87673,CENTRAL GOLDFIELDS,0.0,1,Dunolly-eddington,Road,3472
4036,143.75288,-37.57808,BALLARAT,0.0,1,Finchs,Road,3352
4037,147.64279,-37.63217,EAST GIPPSLAND,0.0,1,German gully,Road,3875
4038,145.5316,-36.15994,MOIRA,0.0,1,Wunghnu,Road,3636
4039,146.74251999999998,-38.26616,WELLINGTON,0.0,1,Gormandale-stradbroke,Road,3847
4040,144.51656,-36.61148,BENDIGO,0.0,1,Midland,Highway,3557
4041,145.965,-37.86104,BAW BAW,0.0,1,Gunns,Road,3833
4042,142.76949,-38.07418,MOYNE,0.0,1,Connewarren,Lane,3272
4043,142.87243,-38.343509999999995,CORANGAMITE,0.0,1,Ayresford,Road,3265
4044,146.89279,-36.201370000000004,WODONGA,0.0,1,Beechworth-wodonga,Road,3691
4045,144.012,-36.49774,LODDON,0.54,2,Loddon valley,Highway,3517
4046,145.94215,-38.00593,BAW BAW,0.0,1,Wagner,Road,3831
4047,146.35102,-36.32612,WANGARATTA,0.2,2,Bowser,Road,3678
4048,145.23188000000002,-37.00748,MITCHELL,0.67,2,Hall,Lane,3660
4049,144.33235,-36.91319,BENDIGO,1.58,5,Sutton grange,Road,3551
4050,142.18589,-38.35349,MOYNE,0.0,1,Hamilton-port fairy,Road,3284
4051,143.14744,-38.6283,CORANGAMITE,0.08,3,Princetown,Road,3269
4052,145.55955,-35.92548,MOIRA,0.46,2,Murray valley,Highway,3644
4053,141.15081,-38.0708,GLENELG,0.0,1,Portland-nelson,Road,3292
4054,141.60798,-37.581309999999995,SOUTHERN GRAMPIANS,0.0,1,Glenelg,Highway,3315
4055,142.53722,-37.17237,NORTHERN GRAMPIANS,0.0,1,Grampians,Road,3381
4056,146.12621000000001,-37.89714,BAW BAW,0.0,1,Simpsons,Road,3825
4057,146.21533,-38.304109999999994,BAW BAW,0.0,1,Mcdonalds,Track,3835
4058,145.81176000000002,-37.26596,MURRINDINDI,0.01,2,Goulburn valley,Highway,3712
4059,147.97683999999998,-36.08663,TOWONG,0.0,1,Murray river,Road,3707
4060,145.39602,-36.09908,MOIRA,0.0,1,Walshs bridge,Road,3636
4061,146.26606,-36.2956,WANGARATTA,0.0,1,Wangaratta-yarrawonga,Road,3678
4062,146.10753,-36.42085,BENALLA,0.0,1,Lake mokoan,Road,3725
4063,144.75711,-36.41253,CAMPASPE,0.0,1,Heathcote-rochester,Road,3561
4064,143.86834,-36.27988,LODDON,0.0,1,Loddon west,Road,3518
4065,146.25621999999998,-37.8706,BAW BAW,0.0,1,South face,Road,3825
4066,141.12233999999998,-36.303540000000005,WEST WIMMERA,0.0,1,Powells and alexanders,Road,3420
4067,147.11871000000002,-36.05328,TOWONG,0.0,1,Murray river,Road,3691
4068,143.48224,-37.976290000000006,CORANGAMITE,0.0,1,Hamilton,Highway,3323
4069,143.79353999999998,-37.44849,BALLARAT,0.0,1,Ballarat-maryborough,Road,3352
4070,146.24606,-38.412209999999995,LATROBE,0.0,1,Limonite,Road,3870
4071,141.67938999999998,-36.44321,HINDMARSH,0.0,1,Winiam hall,Road,3418
4072,143.60689,-37.57974,PYRENEES,0.0,1,Ballarat-carngham,Road,3351
